CharacterNameJp,TeamJp,CharacterOrder,LabelName,LabelSkill,SkillNameJp,InfoJp,HitCount,TargetType,Sp,EffectLabel,MaxSkillLevel,LabelSkillPart,SkillType,Power,MaxPower,RefParamDiffForMax,VsDpRate,VsHpRate,DamageRateRate,ElementList,BuffLimitType,BuffCategory,RefParamPower,RefParamWisdom,RefParamDexterity,RefParamSpirit,RefParamLuck,RefParamToughness,PowerRate,MaxPowerRate,AbilityLabel,AbilityPowerRate,AbilityMaxPowerRate,RefParamDiffForMaxPlus,Value1,Value2,SkillNamezhTW,InfozhTW,CharacterNamezhTW,TeamzhTW,CardNameJp,CardNamezhTW,LimitBreak,Generalize,SkillGrowthAbility
石井 色葉,31D,52.0,IIshii,IIshiiSkill03,フィルエンハンス,全体の潜在力を覚醒させスキル攻撃力を上げる,1,AllyAll,9,NormalBuff_Up,10,IIshiiSkill03,AttackUp,0.5,0.65,232,1.0,1.0,0.0,,Default,AttackUp_Count,0,1,0,0,0,0,0.03,0.02,BuffUp,0.04,0.04,60,0.0,0.0,飽和增強,使全體的潛力覺醒提升技能攻擊力,石井 色葉,31D,撃砕の無彩色,破壞無彩色之牆,4.0,1.0,BuffUp
石井 色葉,31D,52.0,IIshii,IIshiiSkill04,ファイトパッション,闇の力を宿した 知性依存の銃弾を全体に乱射する,2,All,7,,10,IIshiiSkill04,AttackSkill,726.0,3630.0,129,1.0,1.0,1.6,"['Dark', 'Stab']",None,None,0,1,0,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,戰鬥熱情,用寄宿著黑暗之力，且與智力相應的子彈對全體敵人進行濫射,石井 色葉,31D,ピュア・エモーション,純粹情感,10.0,1.0,BuffUp
石井 色葉,31D,52.0,IIshii,IIshiiSkill51,アクロマティックバレット,闇属性強化フィールドを展開し全体を闇の銃弾で貫き爆発させる,5,All,12,,13,IIshiiSkill51,AttackSkill,1239.0,6195.0,138,1.0,1.0,2.2,"['Dark', 'Stab']",None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,無色子彈,展開闇屬性強化空間以黑暗子彈貫穿、爆破全體敵人,石井 色葉,31D,撃砕の無彩色,破壞無彩色之牆,4.0,1.0,BuffUp
石井 色葉,31D,52.0,IIshii,IIshiiSkill51,アクロマティックバレット,闇属性強化フィールドを展開し全体を闇の銃弾で貫き爆発させる,5,Field,12,,13,IIshiiSkill51_2,Zone,1.5,0.0,0,1.0,1.0,1.0,['Dark'],None,None,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,無色子彈,展開闇屬性強化空間以黑暗子彈貫穿、爆破全體敵人,石井 色葉,31D,撃砕の無彩色,破壞無彩色之牆,4.0,1.0,BuffUp
石井 色葉,31D,52.0,IIshii,IIshiiSkill91,追撃,敵に追撃する,1,Single,0,,10,IIshiiSkill91,AttackNormal,258.0,1290.0,114,1.0,1.0,0.75,['Stab'],None,None,1,0,1,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,追擊,深入追擊敵人,石井 色葉,31D,,,,,
水瀬 いちご,31B,22.0,IMinase,IMinaseAttackNormal,通常攻撃,,3,Single,0,,10,IMinaseAttackNormal,AttackNormal,95.0,475.0,100,1.0,1.0,1.0,['Stab'],None,None,1,0,1,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,普通攻擊,,水瀨 莓,31B,,,,,
水瀬 いちご,31B,22.0,IMinase,IMinaseSkill01,キャノンボール,全体に銃撃する[対HP+30%],2,All,5,,10,IMinaseSkill01,AttackSkill,375.0,1875.0,120,1.0,1.3,1.0,['Stab'],None,None,2,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,炮彈,對全體敵人進行槍擊[對HP+30%],水瀨 莓,31B,戦場の華火,戰場的煙火,20.0,1.0,
水瀬 いちご,31B,22.0,IMinase,IMinaseSkill02,キラーショット,狙いを定めて 強力な銃弾を放つ[対HP+30%],1,Single,10,,10,IMinaseSkill02,AttackSkill,1350.0,6750.0,135,1.0,1.3,2.5,['Stab'],None,None,2,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,殺手彈,瞄準標的，發射強力的子彈[對HP+30%],水瀨 莓,31B,嬉々迫るフォール・イン・ラヴ,欣喜若狂墜入愛河,4.0,1.0,AttackUp
水瀬 いちご,31B,22.0,IMinase,IMinaseSkill03,天の慈悲,雷の力を宿した銃弾で全体を貫く[対HP+30%],2,All,8,,10,IMinaseSkill03,AttackSkill,726.0,3630.0,129,1.0,1.3,1.6,"['Thunder', 'Stab']",None,None,2,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,蒼天慈悲,用寄宿著雷霆之力的子彈貫穿全體敵人[對HP+30%],水瀨 莓,31B,あなたのために,一心為妳,10.0,1.0,AttackUp
水瀬 いちご,31B,22.0,IMinase,IMinaseSkill04,セルフパッション,感覚を研ぎ澄まし 自身のスキル攻撃力を大きく上げさらに 次の攻撃の連撃数(小ダメージ)を5回上げる,1,Self,8,NormalBuff_Up,10,IMinaseSkill04,AttackUp,0.75,0.9,224,1.0,1.0,0.0,,Default,AttackUp_Count,0,1,0,0,0,0,0.03,0.02,BuffUp,0.04,0.04,60,0.0,0.0,自我熱忱,將感覺變得敏銳，大幅提升自己的技能攻擊力並增加下次攻擊的連擊數（傷害值小）5次,水瀨 莓,31B,君の瞳にコロしてる,萌殺你的眼,4.0,1.0,AttackUp
水瀬 いちご,31B,22.0,IMinase,IMinaseSkill04,セルフパッション,感覚を研ぎ澄まし 自身のスキル攻撃力を大きく上げさらに 次の攻撃の連撃数(小ダメージ)を5回上げる,1,Self,8,NormalBuff_Up,10,IMinaseSkill04_2,Funnel,5.0,0.0,0,1.0,1.0,1.0,,Default,Funnel_Count,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.1,0.0,自我熱忱,將感覺變得敏銳，大幅提升自己的技能攻擊力並增加下次攻擊的連擊數（傷害值小）5次,水瀨 莓,31B,君の瞳にコロしてる,萌殺你的眼,4.0,1.0,AttackUp
水瀬 いちご,31B,22.0,IMinase,IMinaseSkill51,スパークル・トライショット,中空3点に蓄積した力を 一気に解放雷の銃弾で敵を貫く [対HP+30%],1,Single,14,,13,IMinaseSkill51,AttackSkill,2502.0,12510.0,147,1.0,1.3,3.5,"['Thunder', 'Stab']",None,None,2,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,三角火光彈,將積蓄在空中3點之間的力量一口氣釋放用雷霆子彈貫穿敵人[對HP+30%],水瀨 莓,31B,嬉々迫るフォール・イン・ラヴ,欣喜若狂墜入愛河,4.0,1.0,AttackUp
水瀬 いちご,31B,22.0,IMinase,IMinaseSkill51Ev1,スパークル・トライショット+,自身の雷属性スキル攻撃力を上げ 雷の銃弾で敵を攻撃 [対HP+30%]挑発または注目状態の敵がいるとき [対HP+50%],1,Single,14,,17,IMinaseSkill51Ev1,SkillCondition,0.0,0.0,0,0.0,0.0,0.0,"['Thunder', 'Stab']",None,None,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,三角火光彈+,提升自己的雷屬性技能攻擊力，用雷霆子彈攻擊敵人[對HP+30%]陷入挑釁或注意狀態的敵人在場時[對HP+50%],水瀨 莓,31B,嬉々迫るフォール・イン・ラヴ,欣喜若狂墜入愛河,4.0,1.0,AttackUp
水瀬 いちご,31B,22.0,IMinase,IMinaseSkill51Ev1a,スパークル・トライショット+(挑発中),挑発中,1,Single,0,,17,IMinaseSkill51Ev1a,AttackSkill,2502.0,12510.0,147,1.0,1.5,3.5,"['Thunder', 'Stab']",None,None,2,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,三角火光彈+(挑釁中),挑釁中,水瀨 莓,31B,嬉々迫るフォール・イン・ラヴ,欣喜若狂墜入愛河,4.0,1.0,AttackUp
水瀬 いちご,31B,22.0,IMinase,IMinaseSkill51Ev1a,スパークル・トライショット+(挑発中),挑発中,1,Self,0,,17,IMinaseSkill51Ev1a_2,AttackUp,0.4,0.55,147,1.0,1.0,0.0,['Thunder'],Default,AttackUpThunder_Count,0,1,0,0,0,0,0.0,0.0,BuffUp,0.04,0.04,60,0.0,0.0,三角火光彈+(挑釁中),挑釁中,水瀨 莓,31B,嬉々迫るフォール・イン・ラヴ,欣喜若狂墜入愛河,4.0,1.0,AttackUp
水瀬 いちご,31B,22.0,IMinase,IMinaseSkill51Ev1b,スパークル・トライショット+(挑発中以外),挑発中以外,1,Single,0,,17,IMinaseSkill51Ev1b,AttackSkill,2502.0,12510.0,147,1.0,1.3,3.5,"['Thunder', 'Stab']",None,None,2,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,三角火光彈+(挑釁中以外),挑釁中以外,水瀨 莓,31B,嬉々迫るフォール・イン・ラヴ,欣喜若狂墜入愛河,4.0,1.0,AttackUp
水瀬 いちご,31B,22.0,IMinase,IMinaseSkill51Ev1b,スパークル・トライショット+(挑発中以外),挑発中以外,1,Self,0,,17,IMinaseSkill51Ev1b_2,AttackUp,0.4,0.55,147,1.0,1.0,0.0,['Thunder'],Default,AttackUpThunder_Count,0,1,0,0,0,0,0.0,0.0,BuffUp,0.04,0.04,60,0.0,0.0,三角火光彈+(挑釁中以外),挑釁中以外,水瀨 莓,31B,嬉々迫るフォール・イン・ラヴ,欣喜若狂墜入愛河,4.0,1.0,AttackUp
水瀬 いちご,31B,22.0,IMinase,IMinaseSkill52,狂騒のヨスガ,自身の連撃数(大ダメージ)を3回上げ 敵全体を焼滅 [対HP+50％]反動で 2ターン行動できなくなる,3,All,13,,10,IMinaseSkill52,AttackSkill,1671.0,8355.0,144,1.0,1.5,2.6,"['Fire', 'Stab']",None,None,2,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,喧嚷的依託,自己的連擊數（傷害值大）上升3次，燒毀全體敵人[對HP+50％]在反作用力的影響下，將有2回合無法行動,水瀨 莓,31B,君の瞳にコロしてる,萌殺你的眼,4.0,0.0,AttackUp
水瀬 いちご,31B,22.0,IMinase,IMinaseSkill52,狂騒のヨスガ,自身の連撃数(大ダメージ)を3回上げ 敵全体を焼滅 [対HP+50％]反動で 2ターン行動できなくなる,3,Self,13,,10,IMinaseSkill52_2,Funnel,3.0,0.0,0,1.0,1.0,1.0,,Default,Funnel_Count,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.4,0.0,喧嚷的依託,自己的連擊數（傷害值大）上升3次，燒毀全體敵人[對HP+50％]在反作用力的影響下，將有2回合無法行動,水瀨 莓,31B,君の瞳にコロしてる,萌殺你的眼,4.0,0.0,AttackUp
水瀬 いちご,31B,22.0,IMinase,IMinaseSkill52,狂騒のヨスガ,自身の連撃数(大ダメージ)を3回上げ 敵全体を焼滅 [対HP+50％]反動で 2ターン行動できなくなる,3,Self,13,,10,IMinaseSkill52_3,RecoilRandom,1.0,0.0,0,0.0,0.0,0.0,,None,None,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,喧嚷的依託,自己的連擊數（傷害值大）上升3次，燒毀全體敵人[對HP+50％]在反作用力的影響下，將有2回合無法行動,水瀨 莓,31B,君の瞳にコロしてる,萌殺你的眼,4.0,0.0,AttackUp
水瀬 いちご,31B,22.0,IMinase,IMinaseSkill91,追撃,敵に追撃する,2,Single,0,,10,IMinaseSkill91,AttackNormal,258.0,1290.0,114,1.0,1.0,0.75,['Stab'],None,None,1,0,1,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,追擊,深入追擊敵人,水瀨 莓,31B,,,,,
夏目 祈,31F,75.0,INatsume,INatsumeAttackNormal,通常攻撃,,3,Single,0,,10,INatsumeAttackNormal,AttackNormal,95.0,475.0,100,1.0,1.0,1.0,['Slash'],None,None,1,0,1,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,普通攻擊,,夏目 祈,31F,,,,,
夏目 祈,31F,75.0,INatsume,INatsumeSkill01,残心,鋭い斬撃で 敵を斬り捨てさらに 自身をチャージ(スキルを強化)する,4,Single,6,,10,INatsumeSkill01,AttackSkill,582.0,2910.0,123,1.0,1.0,1.5,['Slash'],None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,殘心,用銳利的斬擊砍殺敵人並蓄力在自己身上（強化技能）,夏目 祈,31F,天誅斬影,天誅斬影,20.0,1.0,
夏目 祈,31F,75.0,INatsume,INatsumeSkill01,残心,鋭い斬撃で 敵を斬り捨てさらに 自身をチャージ(スキルを強化)する,4,Self,6,,10,INatsumeSkill01_2,BuffCharge,0.2,0.3,123,1.0,1.0,0.0,,None,None,0,1,0,0,0,0,0.0,0.0,BuffUp,0.04,0.04,60,0.2,0.0,殘心,用銳利的斬擊砍殺敵人並蓄力在自己身上（強化技能）,夏目 祈,31F,天誅斬影,天誅斬影,20.0,1.0,
夏目 祈,31F,75.0,INatsume,INatsumeSkill02,瞬刃,防御力を犠牲に 刹那の刃で全体を斬り刻む [対HP+30%],3,All,8,,10,INatsumeSkill02,AttackSkill,1050.0,5250.0,135,1.0,1.3,2.0,['Slash'],None,None,2,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,瞬刃,犧牲防禦力，以剎那之刃狂砍全體敵人[對HP+30%],夏目 祈,31F,彼岸の人斬り,彼岸的劊子手,10.0,1.0,AttackUp
夏目 祈,31F,75.0,INatsume,INatsumeSkill02,瞬刃,防御力を犠牲に 刹那の刃で全体を斬り刻む [対HP+30%],3,Self,8,,10,INatsumeSkill02_2,DefenseDown,1.0,0.0,0,1.0,1.0,0.0,,Inf,None,0,0,0,0,0,0,0.0,0.0,DebuffUp,0.02,0.02,20,0.0,0.0,瞬刃,犧牲防禦力，以剎那之刃狂砍全體敵人[對HP+30%],夏目 祈,31F,彼岸の人斬り,彼岸的劊子手,10.0,1.0,AttackUp
夏目 祈,31F,75.0,INatsume,INatsumeSkill03,クールダウン,自身の集中力を高めスキル攻撃力を大きく上げる,1,Self,5,NormalBuff_Up,10,INatsumeSkill03,AttackUp,0.75,0.9,200,1.0,1.0,0.0,,Default,AttackUp_Count,0,1,0,0,0,0,0.03,0.02,BuffUp,0.04,0.04,60,0.0,0.0,冷卻,提升自己的集中力大幅提升技能攻擊力,夏目 祈,31F,剣の冷徹,寒光劍影,4.0,1.0,AttackUp
夏目 祈,31F,75.0,INatsume,INatsumeSkill04,冀望,自身のクリティカル率を上げさらに チャージ(スキルを強化)する,1,Self,7,CriticalBuff_Up,10,INatsumeSkill04,CriticalRateUp,0.4,0.7,216,1.0,1.0,0.0,,Default,CriticalRateUp_Count,0,1,0,0,0,0,0.03,0.02,CriticalRateUp,0.02,0.02,60,0.0,0.0,冀望,提升自己的暴擊率並蓄力（強化技能）,夏目 祈,31F,薫衣香る夢見鳥,衣香夢蝶,4.0,1.0,AttackUp
夏目 祈,31F,75.0,INatsume,INatsumeSkill04,冀望,自身のクリティカル率を上げさらに チャージ(スキルを強化)する,1,Self,7,CriticalBuff_Up,10,INatsumeSkill04_2,BuffCharge,0.2,0.3,216,1.0,1.0,0.0,,None,None,0,1,0,0,0,0,0.0,0.0,BuffUp,0.04,0.04,60,0.2,0.0,冀望,提升自己的暴擊率並蓄力（強化技能）,夏目 祈,31F,薫衣香る夢見鳥,衣香夢蝶,4.0,1.0,AttackUp
夏目 祈,31F,75.0,INatsume,INatsumeSkill51,夜嵐,闇を纏いし瞬速の斬撃を放つ [対HP+30%]チャージ中は威力が上昇し かつ [対HP+50%],6,Single,13,,13,INatsumeSkill51,SkillCondition,0.0,0.0,0,0.0,0.0,0.0,"['Dark', 'Slash']",None,None,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,夜晚的強風,發動帶著黑暗之力的高速斬擊[對HP+30%]蓄力時威力上升，且[對HP+50%],夏目 祈,31F,剣の冷徹,寒光劍影,4.0,1.0,AttackUp
夏目 祈,31F,75.0,INatsume,INatsumeSkill51a,夜嵐(チャージ中),チャージ中,6,Single,0,,13,INatsumeSkill51a,AttackSkill,2673.0,13365.0,149,1.0,1.5,3.625,"['Dark', 'Slash']",None,None,2,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,夜晚的強風(蓄力中),蓄力中,夏目 祈,31F,剣の冷徹,寒光劍影,4.0,1.0,AttackUp
夏目 祈,31F,75.0,INatsume,INatsumeSkill51b,夜嵐(未チャージ),未チャージ,6,Single,0,,13,INatsumeSkill51b,AttackSkill,2178.0,10890.0,149,1.0,1.3,3.25,"['Dark', 'Slash']",None,None,2,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,夜晚的強風(未蓄力),未蓄力,夏目 祈,31F,剣の冷徹,寒光劍影,4.0,1.0,AttackUp
夏目 祈,31F,75.0,INatsume,INatsumeSkill52,唯雅粛正,水面の上へ優雅に降り立ち 敵全体を薙ぎ払う斬撃を放つチャージ中はクリティカルダメージが上昇し かつ [対HP+50%],5,All,18,,10,INatsumeSkill52,SkillCondition,0.0,0.0,0,0.0,0.0,0.0,['Slash'],None,None,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,優雅嚴明,優雅地立於水面之上，發動斬擊掃蕩全體敵人蓄力時暴擊傷害值上升，且[對HP+50%],夏目 祈,31F,薫衣香る夢見鳥,衣香夢蝶,4.0,0.0,AttackUp
夏目 祈,31F,75.0,INatsume,INatsumeSkill52a,唯雅粛正(チャージ中),チャージ中,5,All,0,,10,INatsumeSkill52a,AttackSkill,3066.0,15330.0,159,1.0,1.5,3.6,['Slash'],None,None,2,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,優雅嚴明(蓄力中),蓄力中,夏目 祈,31F,薫衣香る夢見鳥,衣香夢蝶,4.0,0.0,AttackUp
夏目 祈,31F,75.0,INatsume,INatsumeSkill52a,唯雅粛正(チャージ中),チャージ中,5,Self,0,,10,INatsumeSkill52a_2,CriticalDamageUp,0.3,0.0,0,1.0,1.0,0.0,,Default,CriticalDamageUp_Count,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,優雅嚴明(蓄力中),蓄力中,夏目 祈,31F,薫衣香る夢見鳥,衣香夢蝶,4.0,0.0,AttackUp
夏目 祈,31F,75.0,INatsume,INatsumeSkill52b,唯雅粛正(未チャージ),未チャージ,5,All,0,,10,INatsumeSkill52b,AttackSkill,3066.0,15330.0,159,1.0,1.0,3.6,['Slash'],None,None,2,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,優雅嚴明(未蓄力),未蓄力,夏目 祈,31F,薫衣香る夢見鳥,衣香夢蝶,4.0,0.0,AttackUp
夏目 祈,31F,75.0,INatsume,INatsumeSkill91,追撃,敵に追撃する,4,Single,0,,10,INatsumeSkill91,AttackNormal,258.0,1290.0,114,1.0,1.0,0.75,['Slash'],None,None,1,0,1,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,追擊,深入追擊敵人,夏目 祈,31F,,,,,
アイリーン レドメイン,31X,83.0,IRedmayne,IRedmayneAttackNormal,通常攻撃,,3,Single,0,,10,IRedmayneAttackNormal,AttackNormal,95.0,475.0,100,1.0,1.0,1.0,['Stab'],None,None,1,0,1,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,普通攻擊,,艾琳 雷德梅因,31X,,,,,
アイリーン レドメイン,31X,83.0,IRedmayne,IRedmayneSkill01,エレメンタリー・バレット,銃で敵を狙撃する[対DP+30%],1,Single,4,,10,IRedmayneSkill01,AttackSkill,342.0,1710.0,117,1.3,1.0,1.0,['Stab'],None,None,1,0,2,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,基礎子彈,用槍狙擊敵人[對DP+30%],艾琳 雷德梅因,31X,不可思議の探求者,難解事件的探求者,20.0,1.0,
アイリーン レドメイン,31X,83.0,IRedmayne,IRedmayneSkill02,ホールドアップマインド,自身のクリティカル率を上げさらに 次の攻撃の連撃数(大ダメージ)も2回上げる,1,Self,8,CriticalBuff_Up,10,IRedmayneSkill02,CriticalRateUp,0.35,0.45,224,1.0,1.0,0.0,,Default,CriticalRateUp_Count,0,1,0,0,0,0,0.03,0.02,CriticalRateUp,0.02,0.02,60,0.0,0.0,堅忍意志,提升自己的暴擊率並增加下次攻擊的連擊數（傷害值大）2次,艾琳 雷德梅因,31X,碧いカーヴァンクル,藍色石榴石探案,4.0,1.0,AttackUp
アイリーン レドメイン,31X,83.0,IRedmayne,IRedmayneSkill02,ホールドアップマインド,自身のクリティカル率を上げさらに 次の攻撃の連撃数(大ダメージ)も2回上げる,1,Self,8,CriticalBuff_Up,10,IRedmayneSkill02_2,Funnel,2.0,0.0,0,1.0,1.0,1.0,,Default,Funnel_Count,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.4,0.0,堅忍意志,提升自己的暴擊率並增加下次攻擊的連擊數（傷害值大）2次,艾琳 雷德梅因,31X,碧いカーヴァンクル,藍色石榴石探案,4.0,1.0,AttackUp
アイリーン レドメイン,31X,83.0,IRedmayne,IRedmayneSkill03,エリミネイト・ポッシブル,探偵のひらめきによって次のターン開始時対象のSPを「3」まで回復する,1,AllySingle,5,HealSp,10,IRedmayneSkill03,SpecifySp,3.0,0.0,0,0.0,0.0,0.0,,None,None,0,1,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,排除可能,偵探靈光一閃，下一回合開始時對象的SP將回復至「3」,艾琳 雷德梅因,31X,ベイカー街の軌跡,貝克街的軌跡,10.0,1.0,AttackUp
アイリーン レドメイン,31X,83.0,IRedmayne,IRedmayneSkill51,トゥルーペネトレーター,真実を切り拓く鋭い銃弾で 全体を貫く [対DP+30%]SPが0以上であれば使用可能,3,All,15,,13,IRedmayneSkill51,AttackSkill,2042.25,10211.25,149,1.3,1.0,2.9,['Stab'],None,None,1,0,2,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,真相洞悉者,用開拓真實的銳利子彈貫穿全體敵人[對DP+30%]SP高於0即可使用,艾琳 雷德梅因,31X,碧いカーヴァンクル,藍色石榴石探案,4.0,1.0,AttackUp
アイリーン レドメイン,31X,83.0,IRedmayne,IRedmayneSkill91,追撃,敵に追撃する,1,Single,0,,10,IRedmayneSkill91,AttackNormal,258.0,1290.0,114,1.0,1.0,0.75,['Stab'],None,None,1,0,1,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,追擊,深入追擊敵人,艾琳 雷德梅因,31X,,,,,
大島 一千子,31E,61.0,IcOhshima,IcOhshimaAttackNormal,通常攻撃,,1,Single,0,,10,IcOhshimaAttackNormal,AttackNormal,95.0,475.0,100,1.0,1.0,1.0,['Strike'],None,None,1,0,1,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,普通攻擊,,大島 一千子,31E,,,,,
大島 一千子,31E,61.0,IcOhshima,IcOhshimaSkill01,ライオンハート,自身の防御力を高めさらに 敵の攻撃を自身に集中させる,1,Self,3,ProtectBuff,10,IcOhshimaSkill01,DefenseUp,0.3,0.45,184,1.0,1.0,0.0,,Default,DefenseUp_Turn,0,1,0,0,0,0,0.05,0.02,None,0.0,0.0,0,0.0,0.0,無畏之心,提高自己的防禦力並讓敵人的攻擊集中到自己身上,大島 一千子,31E,一千子の抱擁,一千子的擁抱,20.0,1.0,
大島 一千子,31E,61.0,IcOhshima,IcOhshimaSkill01,ライオンハート,自身の防御力を高めさらに 敵の攻撃を自身に集中させる,1,All,3,ProtectBuff,10,IcOhshimaSkill01_2,Provoke,2.0,3.0,184,0.0,0.0,0.0,,None,None,0,0,0,1,0,1,0.0,0.0,None,0.0,0.0,0,0.0,0.0,無畏之心,提高自己的防禦力並讓敵人的攻擊集中到自己身上,大島 一千子,31E,一千子の抱擁,一千子的擁抱,20.0,1.0,
大島 一千子,31E,61.0,IcOhshima,IcOhshimaSkill02,負けるな、私,炎の力を宿した回転する盾を全体に叩きつける [対HP+30%],3,All,8,,10,IcOhshimaSkill02,AttackSkill,726.0,3630.0,129,1.0,1.3,1.6,"['Fire', 'Strike']",None,None,2,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,我不能輸,用寄宿著火焰之力的旋轉盾重創全體敵人[對HP+30%],大島 一千子,31E,同床異夢明けて,同床異夢消解時,10.0,1.0,
大島 一千子,31E,61.0,IcOhshima,IcOhshimaSkill03,決意の夜,心を落ちつけて 自身の体力を2ターン上げるさらに 敵の攻撃を自身に集中させる,1,Self,3,NormalBuff_Up,10,IcOhshimaSkill03,ToughnessUpValue,15.0,20.0,184,0.0,0.0,0.0,,Default,ToughnessUpValue_Turn,0,1,0,0,0,0,0.03,0.02,None,0.0,0.0,0,0.0,0.0,下定決心的夜晚,讓心情平靜下來，使自己的體力提升2回合並讓敵人的攻擊集中到自己身上,大島 一千子,31E,Sweet Phantasy,Sweet Phantasy,4.0,1.0,
大島 一千子,31E,61.0,IcOhshima,IcOhshimaSkill03,決意の夜,心を落ちつけて 自身の体力を2ターン上げるさらに 敵の攻撃を自身に集中させる,1,All,3,NormalBuff_Up,10,IcOhshimaSkill03_2,Provoke,2.0,3.0,184,0.0,0.0,0.0,,None,None,0,0,0,1,0,1,0.0,0.0,None,0.0,0.0,0,0.0,0.0,下定決心的夜晚,讓心情平靜下來，使自己的體力提升2回合並讓敵人的攻擊集中到自己身上,大島 一千子,31E,Sweet Phantasy,Sweet Phantasy,4.0,1.0,
大島 一千子,31E,61.0,IcOhshima,IcOhshimaSkill04,滾る激情,炎の力を宿したエネルギー弾を放つさらに 攻撃力を下げる,3,Single,10,DefaultDebuff,10,IcOhshimaSkill04,AttackSkill,1350.0,6750.0,135,1.0,1.0,2.5,"['Fire', 'Strike']",None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,激昂壯志,發射寄宿著火焰之力的能量彈並降低敵人的攻擊力,大島 一千子,31E,果てなき慈愛の守護者,無窮慈愛的守護者,4.0,1.0,BuffUp
大島 一千子,31E,61.0,IcOhshima,IcOhshimaSkill04,滾る激情,炎の力を宿したエネルギー弾を放つさらに 攻撃力を下げる,3,Single,10,DefaultDebuff,10,IcOhshimaSkill04_2,AttackDown,0.2,0.3,135,1.0,1.0,0.0,,Default,AttackDown_Turn,0,2,0,0,1,0,0.0,0.0,DebuffUp,0.02,0.02,20,0.0,0.0,激昂壯志,發射寄宿著火焰之力的能量彈並降低敵人的攻擊力,大島 一千子,31E,果てなき慈愛の守護者,無窮慈愛的守護者,4.0,1.0,BuffUp
大島 一千子,31E,61.0,IcOhshima,IcOhshimaSkill51,慈愛の波動,慈しみの烈火が 全体の火属性スキル攻撃力を上げさらに 防御力を2ターン高める,1,AllyAll,9,,13,IcOhshimaSkill51,AttackUp,0.65,0.8,232,1.0,1.0,0.0,['Fire'],Default,AttackUpFire_Count,0,1,0,0,0,0,0.03,0.02,BuffUp,0.04,0.04,60,0.0,0.0,慈愛的波動,慈悲的烈火將提升全體火屬性技能攻擊力還有，提高防禦力2回合,大島 一千子,31E,果てなき慈愛の守護者,無窮慈愛的守護者,4.0,1.0,BuffUp
